actual,predicted
20917.28,16742.506723585153
10032.31,20061.737184446316
45806.9,24769.955292480034
6768.62,32549.694012383454
11697.07,21562.53032123744
35752.15,22856.58332685669
22260.35,26139.294152791164
20754.62,22110.515394487775
11143.47,12772.919689918976
702.15,22292.501938881003
6572.58,27223.600310323578
43230.52,27747.820710663316
23525.6,32306.60146132618
23266.42,20653.65016595636
49895.35,21635.57503934661
18634.85,25372.31919696236
2636.22,31540.2190251348
36414.43,24837.3975417465
24538.41,29475.783762552324
52033.37,31298.834636089043
38481.97,32890.09148881954
31463.71,20327.514042625484
52305.81,23123.584770117595
40786.47,22005.289747491985
37235.91,27101.94970660528
42724.89,22780.98607643141
21589.27,17111.327174134778
5905.22,20117.808064922458
20697.1,25397.088244749924
10111.49,22211.19120115843
27199.3,28538.349462563794
39527.46,27694.707701370684
13049.41,30426.004301680405
15473.8,14195.212926997507
3087.86,3360.2912106039585
39144.38,33476.39364079851
2017.79,2375.779325021038
37189.49,32912.748078828045
35806.13,43995.172268448296
33990.35,42101.54094141477
42045.64,37535.0691173135
32165.91,38133.50017424684
23062.53,20815.27126000199
54948.5,48268.23155345322
5401.48,5261.906940328157
28246.27,30628.800870068128
14389.09,13128.172277537396
34589.19,38545.362145953695
44058.28,37770.79492779008
31479.67,33984.40414045708
48058.4,47279.026280681144
44229.14,43664.246034194104
49897.56,42749.967661015166
38283.13,35831.08202340208
1575.79,1956.2752739684656
22324.7,23530.275198338706
1145.43,883.0637684007233
30512.12,36990.66520494655
17571.1,20983.641668077948
38031.52,35346.98419060549
24544.51,21933.29448040078
32705.08,32547.059804124852
28850.82,33018.185796574726
46602.71,41359.01236138186
22473.12,18759.228704871173
18419.43,16194.4410104372
26111.76,22689.7146064132
10765.37,9105.025844329959
12817.32,11415.65232403358
8508.18,8533.687089557461
3554.71,3991.6825678987443
20032.02,20798.72530859218
22962.63,24916.86564259467
9169.07,11215.849305712802
3247.61,3138.196367000597
37845.96,33185.529273295746
7038.29,5988.883002078266
4005.62,3568.993176325206
17229.01,15703.168887638445
15350.46,15620.899422234135
19455.59,17009.475754831336
53925.1,46505.2594562489
10116.0,11649.763852920034
36448.18,32711.457129631788
9211.62,7732.232258920212
18393.6,20403.366489709304
34838.16,42729.28563666076
3756.14,4961.620113108376
27030.78,23117.68347242348
31648.5,33802.32388662143
40886.9,42414.68273430457
33984.53,28918.158401351324
21736.97,22429.544812497315
9480.76,9645.804953551351
27152.97,31083.362691866358
38365.99,44469.15857483557
45623.52,44666.706693088425
18345.47,18457.69112183423
5710.01,6314.755596379357
53579.11,47968.115667859354
24683.22,29706.292668478953
2194.11,1789.7719886186787
42346.44,47599.23099594953
39504.32,45824.63602796203
19875.64,21085.16287804582
19907.88,17896.557576826915
37880.05,38365.627354164484
33025.24,29052.650615510745
2142.54,2576.5818820819077
6887.37,6411.772688213514
2893.18,3096.018527132619
11332.58,12876.288845162222
1961.3,1353.8921353384903
35115.4,35176.38634383045
41658.2,42248.858114825096
12122.38,12076.579208970652
36589.5,38732.66890671561
5685.82,5083.35808305176
6420.22,6128.876042432912
26615.82,24485.406383901103
44077.42,49544.79491978948
26197.12,30856.413435290127
31725.21,33732.46068507187
20351.51,23611.023968387155
46888.38,40889.658711977005
1136.47,1118.5220439816585
56043.32,49590.67942961177
6162.1,7081.072705437196
51508.42,47778.18198388956
15226.26,13414.82833427679
35582.94,31981.274459116063
57327.57,49040.726751671486
3485.04,3103.717940567789
48326.86,46884.22758375366
18537.92,16188.122791249401
42664.53,42353.31842605793
21851.24,21425.876805487827
35563.1,34166.35247237263
10040.12,8678.363683733358
17413.05,16853.99378811191
44329.65,39005.481501721166
40280.46,44588.417157527554
2885.45,2739.7995577308975
23479.76,20172.543257285386
14825.92,15489.70151878263
38818.84,39803.99763103297
4992.48,4136.039534977681
42351.8,45966.81861989343
36537.57,43481.404464586485
26592.29,28141.368816574894
4526.35,6093.476397779705
34061.13,30798.69700693906
30674.72,26816.0413987758
37218.26,31270.808094704338
40130.22,48416.01165560383
25628.63,28859.761102690354
3619.06,3033.309871366935
20014.56,19481.445705515616
2273.25,2240.6275609194636
10035.0,11165.713049676368
11004.04,12699.648543510746
36936.81,36241.99946997288
927.65,971.9836210165777
9680.5,7863.019430845994
50848.46,46660.41254640701
9012.64,8536.06852505665
41756.91,41948.16586326727
18117.09,14831.912410800234
12815.43,11320.523497644264
27453.58,33668.31604054583
41747.41,49145.567740015635
15154.43,16574.944851085005
16899.36,18452.78658761469
23506.68,19874.861107895387
41361.56,43539.650774570335
22108.48,20469.95744558467
39183.41,36434.92783958754
34008.33,27971.814462068094
6447.91,5754.904571389237
19748.07,21978.76815896957
47508.31,45461.65468517477
43289.34,38823.98778215167
39215.5,47871.965311943204
17040.69,16327.992936561746
18091.98,20084.48199796422
45344.83,40388.0408149876
18853.74,22398.591157066367
2471.74,2374.6823750049516
30645.51,34699.55229333585
16808.36,16679.355816232943
33294.82,34620.60563026897
32529.22,30640.91627956672
53825.92,45193.462954992065
14984.8,12694.827625247319
12154.94,15089.476954117137
2749.43,2572.871240942495
42065.42,43756.12516228026
4052.67,3322.3153553177945
45030.05,40995.73283990325
27529.79,31926.487294553317
25386.49,25979.034436706766
30844.46,30644.157958025575
5880.84,6331.513009320632
12010.8,12590.736269790243
10432.19,10801.961295132161
11885.8,11166.167265451004
6736.91,6344.08753785308
33953.62,28753.034835750153
29812.25,26535.549997466736
34209.76,41594.90641274002
43605.18,48675.40617508801
5831.34,5147.484503736581
22347.45,19425.017957944845
43115.91,43826.96857267682
2986.54,2498.3019397038697
14508.6,17164.137955066588
7800.49,9426.376070613427
46444.54,41810.047823321285
39814.87,37523.42598154257
16904.52,17333.911471643773
5661.64,5837.815310453338
8401.62,9797.229293479942
21462.2,24854.399139760902
35522.0,35445.103598883376
41876.1,37554.43239692367
33378.7,40944.427620320464
40945.62,38811.0281762209
29454.76,30903.233209535872
6192.15,5104.447262018435
36503.07,37550.336315625784
5175.08,5539.9785781373575
30062.4,31908.650024614413
4515.6,4151.406418181821
14344.08,17529.69902672271
10330.11,10238.903263643968
26735.28,27859.59682362251
22387.48,21369.843911772332
21652.05,22622.585542781682
18682.5,21103.9144237477
14606.84,13804.902814192908
42233.39,45594.858687549844
13445.9,16367.075901798988
10616.89,9554.476960990323
34206.81,38819.67997202263
25273.67,26151.66257818649
9680.69,9904.370644402698
467.63,419.1811397676611
12488.54,12335.700516131195
8555.6,9133.272633829654
10013.69,12347.266453498212
6925.21,7176.956048419797
21071.65,18623.49141246241
58225.68,49261.02220039276
22541.93,19813.664774427343
24428.52,26968.31194888987
43183.88,37363.097550605366
3535.25,4137.313051020861
44238.51,39305.939689257015
44077.62,47432.26047033472
25760.76,30589.92300056747
11299.59,13264.515177580528
29567.69,25044.119775313626
19072.79,17044.459394538284
17173.33,16512.679127008796
27863.12,34398.95994111363
16120.56,15287.566598262558
41440.21,47519.35150644401
41938.44,45487.885918910535
52917.99,48847.55508868367
52728.75,45313.31496817898
31101.57,30826.95984253637
16406.2,17225.366769036773
10189.89,10794.914787051797
46014.47,48036.17932109453
13090.17,15362.266998977162
14470.86,12924.354525869976
33649.48,32993.14826285495
45788.95,42064.10544603635
13995.3,11441.27745481575
17572.51,16218.778462622126
9247.43,10368.806033054414
16515.17,14760.640240630608
47436.94,41902.82023108433
23429.4,19423.626820514284
5395.54,5424.161881872991
41710.73,38434.31249835792
1241.13,795.512252087945
4322.82,5238.030215098883
37496.68,42250.49065580618
2478.72,2340.0209148394024
24000.12,23447.938340460936
25076.78,28652.930482633892
5549.69,5553.8983413376955
27947.03,31373.82082134908
37828.94,45700.60850327251
6078.55,6399.7667637501545
19261.94,22432.88274670461
8660.98,10517.553294253858
54495.22,46526.7691084878
22942.91,27714.56857727091
15670.96,15344.563984808405
15754.58,13468.769072317955
9911.33,11840.699202323018
11235.47,9950.513763223455
39659.69,41785.228825545666
4044.41,3837.829916374216
34071.17,34407.50986595375
37351.73,45414.59759118734
29103.97,25421.72615427523
16797.06,17008.839675142954
33166.68,32892.927425902846
11857.8,12148.646420840987
36466.89,42119.780520140186
9369.44,9811.020310000167
13845.11,13652.751414175293
1448.29,1554.1786201895957
13179.24,15743.770297559498
2960.43,3040.552670503108
6649.18,5825.016831787347
10925.71,9800.801100124037
4942.92,6008.924515595816
14499.25,18162.880419408688
2688.34,3321.939591970331
31790.93,40005.065982314896
30737.74,33377.28797258443
11660.55,10804.737043845631
42681.97,39643.23956819237
39802.94,44393.20512570112
37213.44,41812.04068658056
11265.97,12795.382755797777
5286.27,5682.8588199767255
49497.73,43229.46954925656
13913.87,14248.779920405179
21888.82,24630.3929819807
45485.4,45499.565768407905
27055.64,32479.133136610173
39621.97,37035.77948502936
1113.39,992.9151981407813
14857.49,17231.192644613082
35622.63,35436.64579850346
38746.59,35643.21037898064
17461.83,14761.524412088826
2720.75,2811.5655153747357
6996.1,6987.652524142613
19892.46,18027.602747432204
19065.76,17116.282432560176
48305.0,48215.498170147635
32336.93,38658.01906558861
49081.57,46315.26559822119
40954.48,35854.79683413397
23718.31,20820.8409075233
3030.6,3250.1778158053858
52836.52,49109.88356891397
17866.36,20398.758844396816
11545.39,10509.277499962567
3924.03,4490.702198121693
30370.68,30093.423775959778
17797.31,16184.38426745631
5540.07,6244.660349670012
29748.42,35627.42002306538
24973.6,25973.668951119358
18968.16,17641.193200591122
14306.6,12494.235898131015
28765.81,25156.448531953298
22381.03,23642.89520891299
31616.9,32313.829900107692
31406.22,35753.22155409973
30002.61,25718.17720646995
8727.09,8144.56651202001
9622.69,10109.32204389819
11830.97,10948.254701923193
6546.04,6748.305662117615
14521.65,12487.706284450649
26788.2,24900.748639096164
9814.79,8828.307322077075
25269.32,21317.527920591736
38544.07,38589.32942662998
4270.03,4413.996508258388
8780.23,9540.119984382703
8826.82,8382.026487020976
2575.0,2190.482655677308
29522.29,30663.245157574966
2790.97,2979.705930457716
51488.54,44763.30624820209
5372.64,5379.267431969103
29357.57,26722.791183125868
6741.79,7117.1601611689985
2539.45,2141.160874459838
4430.59,3865.202521939249
22003.31,27517.174556056216
7212.47,8445.065177330034
2590.56,2237.3439119506183
38242.08,41443.46035288004
30273.02,29457.490722877512
7062.98,5569.688802606906
15495.46,17565.280924460352
13784.37,15663.673128457312
41960.33,35187.68752593084
34262.07,41899.80916301653
1576.37,1521.1832530546926
44656.16,43068.13354089853
9315.86,10232.632584407569
25711.18,23085.076299345677
47014.28,43648.138847450384
20476.45,21692.16782415956
20122.08,21471.389364857165
11285.35,14063.125812039705
37517.04,38768.93007895944
24627.33,28907.350426739264
9536.98,8101.804595567293
38765.74,38999.64283355378
27917.29,28155.53975717198
54688.41,47816.183233804244
35585.61,29514.11343090523
6276.8,6455.442697168492
34204.69,38831.172639226665
6301.28,6175.0337342266685
29110.52,27211.641447677295
9219.12,9380.515967489104
21150.24,24749.014219671983
35977.69,41017.92204781408
47834.03,43972.89679158727
41857.98,45514.72243381934
14527.18,15883.946633092093
57141.36,49283.02372003601
57744.19,49860.7583782578
38825.97,41414.53469379943
21739.57,26418.388465873693
13151.48,16204.246621332702
2310.76,3382.8409473810134
16747.79,14590.993871865066
54083.25,44550.62890746667
12803.26,12936.075594978825
35386.81,33388.292030093115
28109.53,32078.11127035768
44285.07,45713.798327500925
5287.71,4504.783030998678
6362.37,6891.153964785553
13204.62,16333.462290741065
3890.65,3539.9241155344753
5743.53,5464.286234820145
33231.19,39530.93008449103
12328.25,14319.939588443607
39218.6,47743.37139047634
30720.54,28448.695137224426
18273.39,19300.57851880549
37934.01,32261.29333310409
9619.37,9100.449797978552
2004.48,1844.4959055308827
26128.39,28488.769192641517
43196.51,41525.85929565657
44848.78,41195.40036258596
26874.74,27361.009495677543
32988.39,27550.83331794831
30909.64,33868.36068354018
30432.43,32718.02512134741
18873.66,21978.012496627776
17348.64,19968.05534830406
36710.86,34351.67410900861
29653.89,25837.162616431313
12865.32,13570.12262427672
39243.81,47776.043105621175
15621.78,16601.162247982982
8434.11,7608.394092833139
35507.75,36612.55977987418
4168.82,3273.6566055051517
13738.79,13942.860738832036
23474.35,29018.660500403956
9140.67,11651.073799732256
19728.69,22082.6710279648
32823.22,35607.91071100086
6271.43,6593.5442532006455
22461.46,25592.331078654384
53795.1,50487.912464304776
33080.21,34524.45768102851
26850.99,32310.681334782712
29894.59,35920.38730253823
47088.76,47155.732298076335
23773.4,20258.514422834065
16349.63,16001.102011856261
43838.89,38811.54121888699
37070.92,38582.93162655967
12172.06,13910.450303028838
50732.08,46119.461406695154
10287.7,11908.580212964553
32352.81,27452.767189536302
32795.85,36828.848016777905
983.12,716.2410747141548
15262.81,16646.372742107327
31317.17,36868.617103627585
29646.51,26135.516550887267
39772.84,41977.31487240181
10254.62,9049.223153753392
7976.85,8865.514261243206
19077.03,19206.50784766517
43821.9,47566.623958915836
6657.76,6961.233157590144
35023.2,30779.63245823715
4000.5,4906.673030036589
21302.14,25047.634652164215
34419.23,31516.751274041235
38946.61,39694.192082947804
15062.69,15318.294142291252
40071.6,48175.83666607545
918.78,1096.7353541746816
4652.61,4187.3308938487135
49919.74,45916.60067761077
45200.44,42197.61616320418
46843.72,49948.53118554878
19706.14,19376.87578425275
5722.67,6363.7001794801945
21675.81,24142.186776777507
29320.94,25249.737420878922
41196.59,44792.05487787155
47953.86,45838.455251105595
9456.77,10661.57302880698
38671.77,35564.78163855797
38566.31,43206.64843328656
26371.64,32224.895874578662
26410.18,22951.512378543426
32368.17,27002.335146444853
21899.65,18108.04952912689
38219.46,41199.61526088437
4138.17,5186.011574116241
26508.6,23042.049452825024
20725.2,16955.662405624873
37805.91,33474.72665034577
11797.57,11934.471118400013
11557.75,9461.140879297545
10214.13,11773.013853532559
7798.37,6871.633727727356
29856.58,29657.673985147478
44555.83,40553.572737858114
35714.09,33755.65440626757
20405.37,24963.87352011888
6253.55,7209.666535935627
19277.51,22837.093651765976
40497.51,41032.155216821804
5689.53,7002.286728694766
46090.93,42252.71219007298
17755.81,19848.092451797835
5805.35,5338.88857295677
16060.04,13629.512582945841
40675.22,46017.5280347754
30304.24,33836.543222266104
2054.64,1943.4195616143552
2953.1,2838.8883903907335
52330.54,47762.78421070702
5043.42,4473.012797625004
8210.6,7239.799551689368
12642.13,15585.880380582874
44860.98,41579.47898402822
13016.74,14725.77307991376
19028.32,16385.650148174143
54367.08,47422.967640925955
40311.64,38235.33656727977
13000.65,12108.16867846709
23192.66,19069.58738096201
26035.42,23801.21891081759
9614.77,9654.573520793043
22964.45,21737.811075539525
38799.41,45325.42698047051
41771.59,45374.49951871019
18670.32,16877.741692940323
5833.47,5905.3401389041355
27491.11,23189.65688452357
45143.65,43847.43670657612
35379.59,36468.3818752494
5146.97,5199.120262574943
8132.68,9139.690016864231
18532.37,19332.76009880092
27392.4,27038.505933198423
27573.1,22857.480312648946
20150.25,18699.020530078124
34033.34,41140.40303758011
39785.69,32549.511091272645
14989.25,12636.571422901357
11322.82,10797.389959043221
6107.14,5115.791059303923
2179.56,1559.0301969625543
17081.77,14846.979368428447
43609.06,47747.16474016223
6932.62,8284.505016223484
4807.38,5502.16442323332
27834.54,32194.718483683373
17039.16,14365.160393058037
4108.09,3810.8436979805665
30823.67,25791.037246004584
29423.02,30515.41213005945
6152.46,7744.406811464836
16358.67,16318.913275418641
43412.14,46684.18088724515
11552.04,9950.179980997178
33555.87,30261.253801061728
23209.94,24051.020188633298
5685.71,5829.923000291434
24791.78,28526.80830060713
50145.26,45294.37758061129
46531.42,46944.93549993647
51296.9,48793.14607641311
47408.27,41207.5539483547
20428.03,21840.00340867132
19528.32,19549.473019017576
32328.11,32378.92463119536
28495.47,30766.01011766884
31509.7,32492.054479784285
1183.95,1164.4397380282644
1992.64,2324.7170629899774
10583.84,8906.991292789606
28542.1,33828.71450719757
44156.2,42446.66071714577
36088.4,43853.448970923666
53841.19,47150.30641450026
47253.01,45975.58333425248
47821.6,48821.836777264194
13498.84,11175.432620203972
13871.08,16241.060789479061
3440.76,3430.8631862306574
49360.9,49364.615184267095
46300.1,44518.28092931716
54885.58,48602.24583578271
21727.81,21843.045819368992
14218.16,16318.657548198262
10349.68,10196.037219447257
22348.6,27461.784704566013
2369.73,1747.1768927392404
17578.46,21247.827823779586
1314.03,1030.7210417073838
36419.48,33463.87727768031
31009.16,30958.66881692811
52667.37,44278.717187919334
12680.49,11427.935899926659
1589.87,1853.3847770146567
